retweet_count,reply_count,like_count,quote_count,id,Date,Followers,Status text,WC,Clout,Cognition,Affect,tentat,Drives,insight,cause,discrep,certitude
10,1,37,3,S1200028483113476097,28-11-2019,331116,"#SantraBarfi is the popular delicacy of #Nagpur. Loaded with oranges, this dessert has achieved fame all over the country due to its peculiarity. Another name for Nagpur is __range City of India_.
#VitaminSeeNagpur #DelicacyOfMaharashtra #MaharashtraTourism #MaharashtraUnlimited https://t.co/Ly9wD02B4r",41,40.06,4.88,7.32,0,4.88,0,0,0,0
7,0,18,0,S1200316242113908736,29-11-2019,331116,"Diversified culture, scenic locations, scrumptious delicacies - #Maharashtra is blessed with all of these. #MaharashtraTourism is organizing a Roadshow in #Kolkata at Confederation of Indian Industry (CII), Sector - DC 36, Salt Lake City on 30 th November 2019, 5 PM onwards. https://t.co/26SyWSDXUl",45,40.06,4.44,6.67,0,0,2.22,0,0,0
15,1,61,2,S1200364988910620672,29-11-2019,331116,"The adventure village in #Ramtek is a perfect destination for adventure enthusiasts. Situated in #Nagpur, this fun-filled destination welcomes you to enjoy paragliding, quad bikes, zorbing &amp; parasailing along with other #adventure activities
#VitamineSeeNagpur #MaharashtraTourism https://t.co/X27RN5khNt",40,69.2,5,12.5,0,2.5,0,0,0,2.5
7,1,31,1,S1200392323143593984,29-11-2019,331116,"Tarkarli beach of Maharashtra ranks among the top 5 beaches that are best for water sports like snorkeling and scuba diving. The pristine beaches of Tarkarli village offer an impressive shoreline and clear blue water. 

#WeAreNotTheSame #MaharashtraTourism #MaharashtraUnlimited https://t.co/4U1VT7zA6O",43,53.95,0,4.65,0,4.65,0,0,0,0
3,0,11,0,S1200718100351467521,30-11-2019,331116,"Get a glimpses of a perfect rural life through a cluster of villages around Bor Tiger Reserve comes as one of the most popular tiger reserve in #Maharashtra with variety of animals like tiger, leopards,etc. 
Visit: https://t.co/UPvdyFBvjR
#ReenergizedResort #MaharashtraTourism https://t.co/FPgM6CEm6E",49,40.06,4.08,6.12,0,0,0,0,0,2.04
7,0,27,1,S1201389811115782144,02-12-2019,331116,"#Marbatprocession is unique to #OrangeCity &amp; is a major attraction at the end of Shravan month. Legend has it that the Teli community would take small dolls out in procession after Pola would be celebrated.These would then be burnt, symbolizing the destruction of everything evil. https://t.co/6z1qef3EkS",51,40.06,9.8,9.8,0,5.88,0,0,5.88,0
11,1,32,0,S1201785768789700609,03-12-2019,331116,#OrangeFestival is organized in #Nagpur by the Govt of Maharashtra along with #MaharashtraTourism.The objective of this festival is to encourage &amp; empower the hard work put by farmers to produce best quality Oranges &amp; to buoy up the identity of __he Orange City_ on the World Map. https://t.co/G0Aywe4sKi,53,40.06,1.89,5.66,0,7.55,1.89,0,0,0
1,0,9,0,S1202174631328698368,04-12-2019,331116,"The recent roadshow conducted by #MaharashtraTourism in #Kolkata was acknowledged by three leading newspapers. 'Aajkal' a Bengali newspaper along with 'Samay Paribartan' and 'The Hindu' published an article about Maharashtra Tourism's roadshow.
#Aajkal #SamayParibartan #TheHindu https://t.co/JYlhKeAZpD",40,40.06,0,2.5,0,2.5,0,0,0,0
12,2,50,0,S1202177990739685377,04-12-2019,331116,"#Gavilgadfort, a 300-year-old monument stands proudly on the hills of #Chikhaldara. The fort is home to some beautifully carved idols, which is believed to be carved during the period of the Nizam. The fort which is currently under the Melghat Tiger Project.
#AweForAmravati https://t.co/VXae1j2hyh",48,18.97,6.25,8.33,0,2.08,2.08,0,0,0
3,0,13,0,S1202464385181990912,05-12-2019,331116,"The Hindu through its latest article, sheds light on the captivating roadshow organized by Maharashtra Tourism in Kolkata.

Read what The Hindu said of #MaharashtraTourism - https://t.co/bT1LGTRbgb

#MaharashtraUnlimited #MaharashtraTourismRoadshow #KolkataRoadshow #TheHindu",34,40.06,2.94,5.88,0,0,2.94,0,0,0
7,1,38,1,S1202503885484544000,05-12-2019,331116,"The literal meaning of the Melghat is __eeting of Ghats_. Spread over an area of 361.28 km2, this wildlife sanctuary was declared as a Tiger Reserve in the year 1973-74. Further in 1985, #MelghatWildlifeSanctuary was created officially. 

#Awwmravati #Amravati #MaharashtraTourism https://t.co/fERwwri84N",45,40.06,2.22,4.44,0,6.67,2.22,0,0,0
9,0,31,0,S1202853301210869761,06-12-2019,331116,"Built-in 1800, the #BahiramTemple today serves a quick gathering place for the local villagers. The temple is dedicated to the God Bhairavnath (incarnation of Lord Shiva). Over a period of time, Bahiram Temple has emerged as a pilgrimage for many devotees.
#Awwmravati #Amravati https://t.co/a8BclnwVej",48,75.49,0,2.08,0,2.08,0,0,0,0
2,0,10,0,S1202931768023646209,06-12-2019,331116,"""Maharashtra woos east Indian tourists with flexible packages"" read what The #BusinessStandard said about Maharashtra Tourism's roadshow in Kolkata at - https://t.co/rqLita2wyg

#MaharashtraTourism #MaharashtraUnlimited #MaharashtraTourismRoadshow #KolkataRoadshow",29,40.06,0,3.45,0,0,0,0,0,0
10,1,37,0,S1203240426347495424,07-12-2019,331116,"Kartiki Purnima is one of the huge festivals for Hindus, Jains and Sikhs. It is held on the fifteenth lunar day of Kartik month (November-December). It is also known as the __ev-Diwali_, the Festival of Lights of Gods.

#AweForAmravati #Amravati #KartikiPurnima #DevDiwali https://t.co/IMsfiH5zWr",47,40.06,2.13,8.51,0,2.13,2.13,0,0,0
5,1,35,0,S1203979447466000384,09-12-2019,331116,"In a district like #Amravati which is surrounded by hilly regions, one might not be surprised by the presence of adventurous sports. #MaharashtraTourism is here to thrill the travelers with thrilling adventures like #Zipline.
#Awwmravati #MaharashtraUnlimited #AdventureActivities https://t.co/PwmU8fiPe1",42,16.63,9.52,9.52,2.38,0,0,0,0,0
2,0,12,0,S1204016399120658433,09-12-2019,331116,"Yahoo News takes a look at the amazing roadshow organized by Maharashtra Tourism in Kolkata. Read more about Maharashtra Tourism's roadshow at - https://t.co/BFbqJWwGht

#MaharashtraTourism #MaharashtraUnlimited #MaharashtraTourismRoadshow #KolkataRoadshow #YahooNews",32,40.06,3.13,6.25,0,0,3.13,0,0,0
9,1,34,1,S1204678243841785856,11-12-2019,331116,"The steep landscapes and huge mountains of #Amravati are ready to amaze you with their might. Join the enthusiastic group of adventurers &amp; scale the heights of amazement.

#Awwmravati #RockClimbing #AdventureSports #Adventure #AdventurSportsOfAmravati #RockClimbingInMaharashtra https://t.co/ManFQZVMGr",39,90.19,2.56,12.82,2.56,2.56,0,0,0,0
5,1,24,0,S1205097052436221952,12-12-2019,331116,"The origins of #VarahadiChicken are found in the Vidarbha (Eastern Region) of #Maharashtra. Varahadi Chicken is prepared in an earthen pot which enhances the taste of this cuisine. This dish, when teamed with __hakri_ might bring wonders in your appetite.

#AweForAmravati https://t.co/p64szD6QqC",46,65.68,10.87,4.35,4.35,2.17,4.35,2.17,0,0
3,1,32,0,S1205384430040170496,13-12-2019,331116,"The #JawaharGate separates the new #Amravati from old Amravati. Being the center point of the district, this architectural grandeur is the home to city__ market. The well-maintained surroundings, adds the ambience of the region is a must-visit for shoppers.

#AweForAmravati https://t.co/4Wxbo76Yxy",45,27.89,2.22,6.67,0,0,0,0,0,0
6,0,21,0,S1205742283250962432,14-12-2019,331116,"Located in the lap of #Chikhaldara hill station, surrounded by the green Satpura mountain ranges, #NarnalaFort is one of major architectural grandeurs of #Amravati. This fort is named after a brave Rajput king Narnal Singh.  
#AweForAmravati #MaharashtraTourism https://t.co/GuvZUTJaMz",42,54.27,0,7.14,0,2.38,0,0,0,0
11,0,26,0,S1205830434426241024,14-12-2019,331116,"The iconic #MumbaiPuneDeccanQueen gets a new look, it has been wrapped with photographs of the environment around #Boldhalkasa resort. 
The event was inaugurate by Hon'ble Chief Minister of Maharashtra, Shri Uddhav Ji Thackeray &amp; other Prominent dignitaries.
#ChalaBodhalkasa https://t.co/RZsdgPKuqi",44,40.06,2.27,4.55,0,9.09,0,0,0,0
14,0,37,0,S1205846205512613889,14-12-2019,331116,"Hon'ble CM of Maharashtra, Shri Uddhav Ji Thackeray told the guests that Maharashtra has many beautiful places to visit &amp; by branding the #DeccanQueen with those picturesque images of #Maharashtra will help to promote such places.
#ChalaBodhalkasa #MaharashtraTourism #MTDC https://t.co/H3kRJQRoFq",45,53.33,0,8.89,0,4.44,0,0,0,0
4,0,13,0,S1205874332762685441,14-12-2019,331116,"The Secretary of Tourism &amp; Cultural Affairs, Govt. of Maharashtra _ Mrs. Vinita Singal said that train branding will help promote different visual wonders of #Maharashtra. She also appreciated Mr. Abhimanyu Kale, MD, MTDC  efforts whose photos were used for branding the train. https://t.co/jC1PVOnsZ9",47,76.11,8.51,6.38,2.13,6.38,4.26,2.13,0,0
5,2,10,0,S1205927895966703616,14-12-2019,331116,"Mr. Abhimanyu Kale, Managing Director, MTDC said that the train branding initiative will generate curiosity among Mumbai &amp; Pune tourists. The images used for the branding of this train were clicked by the MD himself.

#ChalaBodhalkasa #MaharashtraTourism #MTDC https://t.co/bPXA0mt01j",43,78.8,6.98,2.33,0,4.65,2.33,4.65,0,0
12,4,77,1,S1206496599557279744,16-12-2019,331116,"#MTDC__ exotic resorts are situated right in the turf of nature. The resorts are well equipped with all the modern facilities &amp; a homely touch is added to embellish your experience. The ambience of the resort will make the vacation more exciting &amp; enjoyable.
#ReenergizedResorts https://t.co/Hhv6yLjzxj",50,63.73,4,10,0,0,0,2,0,0
12,3,37,2,S1206897416693092352,17-12-2019,331116,"The #Pandavleni caves are a group of 24 caves that represent the Hinayana Buddhism. These caves have existed for more than 2000 years now and date back to the period between the 3rd century BC &amp; 2nd century AD.

#NatureNestNashik #Nashik #MaharashtraTourism #MaharashtraUnlimited https://t.co/3XrkLGocdb",48,40.06,8.33,2.08,0,0,0,2.08,0,0
8,2,32,2,S1207257343454396416,18-12-2019,331116,"Pandit Jawaharlal Nehru Botanical Garden offers the unique collection of plants &amp; an exquisite opportunity to see species of plants that are rare but are a treat for eyes.

#NaturesNestNashik #Nashik #VisitNashik #BotanicalGarden #MaharashtraTourism #MaharashtraUnlimited https://t.co/ke5QV3rn8D",40,15.75,5,7.5,0,2.5,0,0,0,0
10,1,45,1,S1207565665864826881,19-12-2019,331116,"After the death of Shivaji Maharaj, #RamshejFort was attacked by Aurangzeb__ army but Shivaji Maharaja__ son Sambhaji &amp; his army resisted these attacks for more than 6 years.

#NaturesNestNashik #Nashik #MaharashtraTourism #MaharashtraUnlimited #ExploreMaharashtra #ExploreMumbai https://t.co/yMzqSrFEIR",39,69.89,12.82,7.69,0,12.82,5.13,0,0,0
11,2,34,1,S1207899752609669121,20-12-2019,331116,"Among the many spiritually charged places of #Nashik, the #SitaGufa stands most distinct pilgrim destination. The legend says that this was the same place where Sita lived during the exile of Ram. Visit this place to experience its serene atmosphere.

#NaturesNestNashik https://t.co/SKDiB8lw63",46,18.24,4.35,6.52,0,0,0,0,0,0
6,1,25,0,S1208318670511857664,21-12-2019,331116,"As the years are passing, the beauty of Maharashtra remains unchanged and continues to mesmerize you. Come and explore the unending beauty of Maharashtra. #MaharashtraUnlimited #MaharashtraTourism #MurudJanjira #StartOfTheDecade #EndOfTheDecade #DecadeMeme https://t.co/ZytKywlwya",35,72.87,2.86,5.71,0,0,2.86,0,0,0
7,0,37,1,S1208993579760177152,23-12-2019,331116,"#KumbhMela is one such festival where visitors come in millions to take a dip in the holy waters of #Godavari. Held once in 12 years, Kumbh Mela stands as a great tourist attraction for the locals as well as foreign tourists.
#NaturesNestNashik #MaharashtraUnlimited #Maharashtra https://t.co/rOWjIhawOx",49,52.23,0,10.2,0,2.04,0,0,0,0
4,0,19,1,S1209120908217966593,23-12-2019,331116,"Ever wondered how life would sound out there on the farm? #MaharashtraTourism brings out this wonderful opportunity of discovering the rural way of life under the intiative #Mahabhraman. 

To know more log on to - https://t.co/DkfWpaZVQp  

#FarmersDay #KisanDiwas #AgroTourism https://t.co/lKOEnlREI1",47,40.06,12.77,8.51,2.13,2.13,8.51,2.13,2.13,0
9,0,37,1,S1209380152913752065,24-12-2019,331116,"Located on the banks of river #Godavari, Ramkund Ghat is the place which hosts the biggest festival of #KumbhMela. #RamkundGhat is the focal point of #Nashik city with great religious importance.

#NaturesNestNashik #MaharashtraTourism #MaharashtraUnlimited #Maharashtra https://t.co/VJkjwA04xr",40,40.06,2.5,7.5,0,0,0,0,0,0
4,0,11,0,S1209698880201216001,25-12-2019,331116,"#GloriaChurch was built during 1912 with English Gothic style architecture. This christmas, make it a point you visit the church if you are in Mumbai. Keep looking at this page as we list the 5 most iconic churches of the city.  
#MumbaiXMas #HappyChristmas #MerryChristmas2019 https://t.co/PN45Lipb3m",49,94.42,4.08,4.08,2.04,4.08,0,2.04,0,0
3,0,6,0,S1209716969768775681,25-12-2019,331116,"The Wodehouse Church has been functioning as the Archbishop__ seat and mother church of the Archdiocese of Bombay. It is home to a vibrant and dedicated Parish community. 

#MumbaiXMas #HappyChristmas #MerryChristmas #Christmas2019 #MaharashtraTourism #MaharashtraUnlimited https://t.co/YNNnpabMal",39,98.04,0,2.56,0,10.26,0,0,0,0
2,2,14,1,S1209753127089397762,25-12-2019,331116,"Our Lady of the Immaculate Conception Church, Borivali has been a Roman Catholic Parish from 1547 to 1739 &amp; again from 1912 onwards. It is the 2nd most populated parish in Mumbai. #MumbaiXMas #HappyChristmas #MerryChristmas #Christmas2019 #MaharashtraTourism #MaharashtraUnlimited https://t.co/OHnyw6ngek",43,96.76,0,2.33,0,4.65,0,0,0,0
2,0,8,0,S1209777116583038976,25-12-2019,331116,"Built by the Portuguese, St. Andrew__ Church stands on the sea-shore of the Bandra suburb of Mumbai and was the only church there till the first quarter of the 17th century. 
#MumbaiXMas #HappyChristmas #MerryChristmas #Christmas2019 #MaharashtraTourism #MaharashtraUnlimited https://t.co/4X1CbC6jeo",42,67.92,4.76,2.38,0,4.76,0,0,0,0
11,1,71,1,S1210122259517456386,26-12-2019,331116,"Since 1999, #SulaVineyards have evolved into a leading wine industry of India. This large estate spreading upto 1800 acres, is open for tourists for a round of wine-tasting &amp; for a tour around the #vineyard. 

#NaturesNestNashik #Nashik #MaharashtraTourism #MaharashtraUnlimited https://t.co/E4j8D8LZwd",44,40.06,2.27,2.27,0,2.27,0,2.27,0,0
5,0,12,1,S1210177824494981121,26-12-2019,331116,"#MumbaiSanskriti is an attempt to celebrate Indian culture. Under the initiative - 'Live Music to Save Heritage', this event will be held on 11th and 12th January, 2020. The program will go live at 7pm in Asiatic Society (Horniman Circle) Fort, Mumbai.

#MaharashtraTourism https://t.co/unQNR40DME",47,52.76,0,4.26,0,6.38,0,0,0,0
7,0,29,1,S1210485491696451585,27-12-2019,331116,"#NandurMadhmeshwarBirdSanctuary is one of the finest bird sanctuaries of India. Rich in forest cover &amp; surrounded by cool water bodies, this place has become an ideal home for various bird species. It is also described as the __haratpur of Maharashtra_.
#NaturesNestNashik #Nashik https://t.co/kX6JzICNEz",47,28.37,6.38,10.64,0,2.13,0,0,2.13,0
9,0,43,0,S1210860514030407680,28-12-2019,331116,"#GondeshwarTemple is made up of the classical Hemapanti styled architecture. These shrines were not merely religious sanctums. But they were also pivotal centers for sharing knowledge &amp; research on regional history, sociology, good governance &amp; tradition. #NaturesNestNashik https://t.co/WJcdZZz6wn",42,16.63,14.29,4.76,0,4.76,2.38,2.38,0,2.38
22,7,94,1,S1211606680867241985,30-12-2019,331116,"#Trimbakeshwar is the most sacred place for the devotees of Lord Shiva. It is one of the many Jyotirlinga which are spread all over India. Trimbakeshwar is situated on the banks of river Ganga. Experience the Indian Art of living in this place.

#NaturesNestNashik #Nashik https://t.co/fzpmYD2trG",50,29.01,4,4,0,2,0,0,0,0
7,0,29,0,S1211980939888189441,31-12-2019,331116,"For the Maharashtrians, __hivada_ generally acts as a welcome snack. This spicy and tasty snack rules over your taste. The crispiness of __hivda_ is the major reason of its popularity.
#NaturesNestNashik #Chivda #DelicacyOfMaharashta #MaharashtraTourism #MaharashtraUnlimited https://t.co/76agLRvuhL",40,69.2,5,7.5,2.5,5,2.5,2.5,0,0
7,1,30,0,S1212099129754578945,31-12-2019,331116,"This year will mark the beginning of the new decade 2020. #MaharashtraTourism hopes that, this upcoming year might bring you more unplanned and exciting trips. This New Year, let travelling bring power and love back in your life.

#HappyNewYear #Welcome2020 #NewYearResolutions https://t.co/C3ROshBI8n",46,85.5,4.35,15.22,4.35,4.35,0,0,2.17,0
25,14,68,1,S1212250354240241669,01-01-2020,331116,"Something exciting is coming soon on our page. Stay tuned and don__ miss this great opportunity to win exciting prizes. 

#MahaTourismContest #ContestAlert #Contest #StayTuned #MaharashtraTourismContest  #MaharashtraTourism #MaharashtraUnlimited #NewYearContest https://t.co/HfZWOw0MhD",33,58.11,3.03,18.18,3.03,12.12,0,0,0,0
171,18,386,4,S1212692203685859328,02-01-2020,331116,"#Maharashtra is a state with bountiful history &amp; heritage sites. This New Year visit the architectural wonders of Maharashtra &amp; go back in time to know the rich history of this state. #MaharashtraTourism is proud to be partnered with @TanhajiFilm
@ajaydevgn #Tanhaji #TanhajiMovie https://t.co/y80nRQ07UK",48,40.06,4.17,10.42,2.08,6.25,4.17,0,0,0
13,3,68,3,S1212714633670221827,02-01-2020,331116,"The amazing architecture &amp; the scenic beauty around the Thiba Palace is beyond the imagination of any tourist. This luxurious palace was in fact the place for __ouse-arrest_ of King Thiba. When in #Ratnagiri, don__ forget to appreciate this architectural masterpiece.
#ThibaPalace https://t.co/murWvJlu5w",47,40.06,8.51,6.38,2.13,2.13,4.26,0,0,0
17,2,76,2,S1213017402906013696,03-01-2020,331116,"#JaigadFort symbolizes victory. The intelligent &amp; brilliant planning used in constructing this fort is simply amazing. The vivaciousness of this architecture makes Jaigad a prominent tourist destination of Ratnagiri 
#RelaxReliveRatnagiri #MaharashtraTourism #MaharashtraUnlimited https://t.co/lf9tHsSM24",37,40.06,10.81,18.92,0,8.11,2.7,5.41,0,2.7
12,4,42,1,S1213072657870012416,03-01-2020,331116,"Your exceptional #photography &amp; #videography skills can win you exciting prizes. #MaharashtraTourism has organized __ort Photography &amp; Videography Contest_ which would be open for passionate &amp; professionals. Stay tuned for more updates.
#MahaTourismContest #ContestAlert #Contest https://t.co/KvtRISkmlU",40,69.2,12.5,12.5,0,10,2.5,0,5,0
25,1,63,3,S1213393821024710656,04-01-2020,331116,"#PrachinKonkan celebrates the rich history &amp; cultural heritage of #Konkan. It is one of the few open-air museums that depict the life of Konkan 500 years back. Experience the authentic lifestyle of #Ratnagiri at Prachin Konkan.

#RelaxReliveRatnagiri #MaharashtraTourism https://t.co/awgpkr30C5",43,40.06,0,9.3,0,4.65,0,0,0,0
6,1,26,0,S1213441759306342400,04-01-2020,331116,"From having a romantic walk along the coastline, to enjoying water sports right in the middle of the sea; #Alibaug's pristine beaches has got everything for you. Situated in the laps of the vast Arabian sea, explore these surreal beaches of #Maharashtra.
https://t.co/qXLLZ5HDCU",47,65.16,4.26,6.38,0,2.13,2.13,0,0,0
8,4,43,1,S1214139989543440386,06-01-2020,331116,"The 400 hundred years old temple #SwayambhuGanpatiTemple is one of the major pilgrimage centers. The idol of Lord Ganesha is a self-created monolithic, made from pule (white sand) &amp; it is said that it was discovered 1600 years ago.

#RelaxReliveRatnagiri #MaharashtraTourism https://t.co/jc4TXaVC4G",46,53.04,4.35,4.35,0,2.17,2.17,2.17,0,0
31,14,61,4,S1214170097717133314,06-01-2020,331116,"Not only professionals, but photography enthusiasts can also try their skills in this contest. Beautiful images &amp; videos you capture while on a journey to any fort can win you exciting prizes.
To know more about contest rules kindly check our Facebook Page.
#MahaTourismContest https://t.co/MUth3h8Sqr",49,83.6,14.29,12.24,2.04,14.29,2.04,0,6.12,0
8,4,17,0,S1214495537845530624,07-01-2020,331116,"To all the professional photographers/videographers out there, here__ a golden opportunity for you to increase the reach of your creative vision. Participate in this contest to win exciting cash prizes.
To know more about contest rules check our Facebook Page. #MahaTourismContest https://t.co/7UqvSlShio",47,97.64,4.26,8.51,0,12.77,2.13,0,0,0
5,1,21,0,S1214892633966837762,08-01-2020,331116,"#Ratnagiri proudly adorns the birthplace of the most dynamic leaders India has ever seen _ Lokmanya Bal Gangadhar Tilak. #LokmanyaTilak__ native home has been turned into a #museum which showcases the life of young Tilak.

#RelaxReliveRatnagiri #MaharashtraTourism https://t.co/2ecdiSwaUn",41,40.06,4.88,7.32,0,4.88,0,0,0,0
15,3,39,0,S1215163925106290688,09-01-2020,331116,"Participate in the #MaharashtraTourism Contest. Open category participants can send their entries on our Facebook &amp; Instagram accounts. 
Top 3 winners will get - Rs. 5,000 each &amp; 10 special mentions will get-Rs. 2,000 each. Do not forget to tag us &amp; also use #MahaTourismContest. https://t.co/RqhvGaUWyP",49,90.06,8.16,4.08,0,6.12,0,2.04,2.04,0
14,5,30,0,S1215227560553959424,09-01-2020,331116,"Participate in the Maharashtra Tourism Contest of Professional Photography and Videography.  Professional category participants can send their entries on this link https://t.co/uJjVwNUnMt
#MahaTourismContest #MaharashtaTourism https://t.co/DDDoA4ptsK",33,86.82,3.03,6.06,0,0,0,0,3.03,0
11,2,42,2,S1215531838262800385,10-01-2020,331116,"Catch Ustad Amjad Ali Khan along with Ayan Ali Bangash &amp; Amaan Ali Bangash (Sarod) live in #MumbaiSanskriti's Live Music to Save Heritage initiative on 11th Jan'20. Free passes are available at MTDC Counters at Dadar(E), Gateway of India, Chetana Book Centre, Maharashtra Watch Co https://t.co/XI2mEo2UVp",52,40.06,0,3.85,0,1.92,0,0,0,0
4,0,13,0,S1215626744255799297,10-01-2020,331116,"The state of Maharashtra is an eternal source of fun and refreshment. Make your vacation a collection of unforgettable memories when in Maharashtra.
#NewPassword #MomentMarketing #TrendingFormat #MaharashtraTourism #MaharashtraUnlimited https://t.co/yNi9NNiUTN",33,74.59,9.09,12.12,0,0,0,6.06,0,0
120,9,513,0,S1215643082051375105,10-01-2020,331116,"#MaharashtraTourism is proud to meet the team of the movie @TanhajiFilm. Maharashtra Tourism is grateful to the makers of the movie for highlighting the life of one such inspirational warrior Tanaji Malusare.
@ajaydevgn
#TanhajiMovie #TanhajiTheUnsungWarrior https://t.co/PsiK5d62kk",40,54.96,2.5,12.5,0,5,2.5,0,0,0
10,0,31,0,S1215882096918417410,11-01-2020,331116,"The loud rumbling sea waves and howling breeze surround the beach of #Velneshwar. This crescent-shaped beach never fails to mesmerize the tourists with its crystal clear water &amp; clean, sandy coastline.

#RelaxReliveRatnagiri #Ratnagiri #MaharashtraTourism #MaharashtraUnlimited https://t.co/CoiCmkGFH9",40,26.5,2.5,10,0,2.5,0,0,0,0
10,1,30,1,S1216664174241239040,13-01-2020,331116,"Steamed modaks are known as the favorite cuisine of Lord Ganesha. Modak are specially made during the Ganesh Chaturthi festival. It is a combination of desiccated coconut and jaggery which is mould together in rice flour. 

#MaharashtraTourism #RelaxReliveRatnagiri #SteamedModak https://t.co/jF8pPwSelP",44,27.64,6.82,9.09,0,4.55,2.27,2.27,0,0
5,0,17,1,S1217022604394954753,14-01-2020,331116,"If adventure sports leave your adrenaline pumping, then you will fall in love with the thrilling water sports of #Ganpatipule. The raging waves of #Ganpatipulebeach and the roaring winds make the atmosphere blissful.

#MaharashtraTourism #RelaxReliveRatnagiri #AdventureSports https://t.co/Q7gQsb6shD",41,80.24,4.88,14.63,2.44,0,0,2.44,0,0
9,0,53,1,S1217401967728721922,15-01-2020,331116,"May the festival of Makar Sankranti bring you greater knowledge &amp; wisdom and light up your life for the upcoming year. Maharashtra Tourism wishes you Happy Makar Sankranti. 
#HappyMakarSankranti #MakarSankranti #MaharashtraTourism #MaharashtraUnlimited https://t.co/ZPk0NMKp1R",37,98.5,10.81,10.81,2.7,0,5.41,0,2.7,0
10,1,26,1,S1217734709909655558,16-01-2020,331116,"Apart from scenic beaches &amp; happening pilgrimages, Ganpatipule has one of the finest MTDC resorts of Maharashtra.#MTDC__ exotic resorts are designed by keeping in mind the comfort of tourists.
#ReenergizedResorts #GanpatipuleResort #RatnagiriResort #MTDCResort #MaharashtraTourism https://t.co/laJjI31ceW",40,26.5,5,12.5,0,0,0,0,0,0
7,0,24,0,S1218115403097899009,17-01-2020,331116,"#Devbaghbeach - an unblemished play of vast sea &amp; soothing sun! This coastline opens a world of serenity &amp; discovery. Tourists can enjoy a wide range of water sports from snorkeling to parasailing.

#SeaSandSindhudurg #MaharashtraTourism #UnlimitedMaharashtra #Sindhudurg https://t.co/CqZ4fHhJ0H",41,40.06,4.88,7.32,0,0,2.44,0,2.44,0
4,0,13,0,S1218126268002029568,17-01-2020,331116,"This 2020, make a resolution of exploring this adventurous and mesmerizing state of Maharashtra. Take the quest of exploring the unlimited wonders of Maharashtra. 
#ItsSo2019 #TrendingFormat #MaharashtraTourism #SocialMediaTrends https://t.co/1lKoUdpnf0",33,40.06,12.12,6.06,3.03,0,9.09,3.03,0,0
4,0,13,0,S1218512066228604929,18-01-2020,331116,"In the wake of an overwhelming response, #MaharashtraTourism has extended the last date of submission of photos &amp; videos to 31st Jan 2020 for the Open &amp; the Professional Category. Capture the ancient stories of Maharashtra's mighty forts &amp; get a chance to win cash prizes. https://t.co/810NhfYh0J",51,40.06,3.92,7.84,1.96,7.84,0,1.96,0,0
8,0,26,0,S1219221479939887108,20-01-2020,331116,"#BharadiDeviMandir is predominantly known for its vibrant fiesta _ #AnganewadiJatra. Situated in the village of Anganewadi, this pilgrimage is considered to be the one with high spiritual power. The popularity of this temple attracts many tourists every year. 
#SeaSandSindhudurg https://t.co/J3xNo80OjV",43,67.32,11.63,9.3,0,2.33,4.65,0,0,0
15,0,48,2,S1219542416329342977,21-01-2020,331116,"If you are a beach person, then #Vengurla is a must-visit destination for you. Along with sublime beaches, the unending coastline of Vengurla is blessed with many pilgrim places and magnificent temples.

#SeaSandSindhudurg #Sindhudurg #MaharashtraTourism #MaharashtraUnlimited https://t.co/89x5KaDV1e",41,94.33,2.44,9.76,2.44,0,0,0,0,0
3,0,12,0,S1219658087994404864,21-01-2020,331116,"Got a vacation ahead? Visit Maharashtra to discover diversified culture, scenic locations, and scrumptious delicacies. #MaharashtraUnlimited #MaharashtraTourism #SocialMediaTrends #TrendingFormat https://t.co/bKwVHfCLqJ",24,40.06,4.17,12.5,0,0,4.17,0,0,0
11,0,31,0,S1219904036435968000,22-01-2020,331116,"#RockGarden is one of the many prime attractions of #Sindhudurg. Surrounded by huge boulders, this place stands strong against the continuously crashing waves of the Arabian sea. This garden is decorated by the presence of rich marine life.
#SeaSandSindhudurg #MaharashtraTourism https://t.co/vf6VeldmKS",45,27.89,2.22,6.67,0,4.44,0,0,0,0
9,0,40,1,S1220267866353586177,23-01-2020,331116,"#SindhudurgFort even after 300years, still proudly flares the victory flag of Maratha Empire. The mighty walls of the fort hold the glorious history of Maharashtra. The construction of this enormous masterpiece still amazes today__ engineers.#SeaSandSindhudurg #MaharashtraTourism https://t.co/YjuCNsVsxV",42,40.06,0,14.29,0,7.14,0,0,0,0
8,1,20,0,S1220650553161605120,24-01-2020,331116,"#Solkadhi is an appetizer drink usually served along with a regular meal in parts of Konkan &amp; Goa. A blend of dried kokam and shredded coconut goes well with non-vegetarian cuisines. 

#SeaSandSindhudurg #Sindhudurg #MaharashtraTourism #MaharashtraUnlimited #DelicacyOfMaharashtra https://t.co/1nX1pf009A",41,26.81,4.88,4.88,2.44,0,0,0,0,0
3,0,15,0,S1220722005361799175,24-01-2020,331116,"#MTDCs pleasant &amp; welcoming resorts are ever ready to enrich your staycations. MTDCs state-of-the-art resorts are fully equipped with modern amenities. Adorned with charming hospitality &amp; on time services, these resorts will reenergize your vacation. 

#TheArtVsTheArtist https://t.co/YtKddGMrMF",41,88.82,4.88,17.07,0,2.44,0,0,0,2.44
